country,code_time,time,year,month,month_name,product,value,display_order,yeartodate,previousyeartodate,share
Serbia,OCT2022,October 2022,2022,10,October,Wind,73.838887,2,949.367391,849.549209,0.0269973087090961
Korea,MAY2010,May 2010,2010,5,May,Other renewables aggregated,61.194,25,882.015,,0.00167875364352
Luxembourg,OCT2015,October 2015,2015,10,October,Final consumption,548.174,20,6228.507,5152.115,3.206971193223036
OECD Americas,OCT2017,October 2017,2017,10,October,Net electricity production,411608.561,14,5193490.657,4380430.204,1.0
Germany,SEP2016,September 2016,2016,9,September,Non-renewables,35954.99,23,424634.532,307107.239,0.7231834724321297
Denmark,SEP2017,September 2017,2017,9,September,Natural gas,94.811,10,1836.792,1227.21,0.0548697948466573
Slovak Republic,DEC2020,December 2020,2020,12,December,Other renewables,0.0,5,0.0,0.0,0.0
Austria,MAR2015,March 2015,2015,3,March,Oil,57.138,9,818.961,176.148,0.0112422733719185
Germany,AUG2018,August 2018,2018,8,August,Solar,5779.506323,3,45784.000002,32037.984,0.1155074237383115
Luxembourg,OCT2018,October 2018,2018,10,October,Geothermal,0.0,4,0.0,,0.0
Hungary,JUN2017,June 2017,2017,6,June,Other combustible non-renewables,12.001,12,185.355,84.27,0.0050582002821397
United Kingdom,NOV2019,November 2019,2019,11,November,Other renewables aggregated,3468.140422,25,35538.129152,30184.050034,0.124490757527017
Portugal,SEP2010,September 2010,2010,9,September,Total exports,86.973,16,3191.001,,0.0201913761630186
Netherlands,NOV2010,November 2010,2010,11,November,Final consumption,10119.442,20,111967.008,,0.9318571362138084
Spain,SEP2021,September 2021,2021,9,September,Used for pumped storage,173.052043,18,4167.014371,3498.848094,0.0082443776078988
OECD Europe,OCT2014,October 2014,2014,10,October,Wind,21058.651,2,253936.014,183274.296,0.0751261414290691
Hungary,APR2022,April 2022,2022,4,April,Oil,1.481708,9,49.724856,14.275645,0.0005252264873776
Lithuania,JAN2020,January 2020,2020,1,January,Solar,1.507314,3,108.2,0.579532,0.0038420528175117
Czech Republic,MAY2014,May 2014,2014,5,May,Low carbon,3061.356,26,38397.016,16356.069,0.4916086177753098
Serbia,JUN2015,June 2015,2015,6,June,Natural gas,15.681,10,197.608,,0.0055797578724544
Spain,AUG2013,August 2013,2013,8,August,Distribution losses,2257.38,19,26694.0,17253.243,0.0976983384946333
Switzerland,OCT2020,October 2020,2020,10,October,Final consumption,4826.480835,20,55713.886001,46898.431474,0.7973408589485707
Japan,SEP2019,September 2019,2019,9,September,Total combustible fuels,64894.975451,7,764875.184679,629361.754794,0.7679951648062711
Slovak Republic,OCT2012,October 2012,2012,10,October,Renewables,379.355,22,5276.933,4146.873,0.173371082806623
Mexico,SEP2012,September 2012,2012,9,September,Geothermal,425.759,4,5511.0,4681.519,0.0172212666963881
Finland,APR2014,April 2014,2014,4,April,Renewables,2089.461,22,25509.815,9700.079,0.3915243651874657
Spain,JUL2021,July 2021,2021,7,July,Wind,4306.000841,2,60832.985272,29892.74014,0.1894916147464966
Austria,AUG2019,August 2019,2019,8,August,Other combustible non-renewables,58.193811,12,754.85042,466.174588,0.0107172721910221
Mexico,AUG2021,August 2021,2021,8,August,Non-renewables,25112.501353,23,272626.053432,183798.089198,0.77653838195494
Italy,SEP2013,September 2013,2013,9,September,Natural gas,9310.9,10,103464.015,94659.129,0.3975580425604738
Mexico,JAN2012,January 2012,2012,1,January,Final consumption,18672.233,20,241415.813,17788.828,0.843985114913567
Hungary,NOV2022,November 2022,2022,11,November,Hydro,17.341015,1,173.689514,184.121807,0.0071080289961817
Spain,DEC2014,December 2014,2014,12,December,Low carbon,14248.937,26,166787.44,167868.137,0.6008052487226243
Croatia,OCT2015,October 2015,2015,10,October,Total combustible fuels,374.601,7,3611.998,,0.3704863782827913
Portugal,JUN2022,June 2022,2022,6,June,Solar,388.556152,3,3372.504808,944.052677,0.1052355630352244
Hungary,AUG2013,August 2013,2013,8,August,Others,14.772,24,191.318,189.487,0.006996928778351
Ireland,MAR2011,March 2011,2011,3,March,Electricity supplied,2395.792,17,26855.339,7738.773,1.036230561421022
Spain,JUL2017,July 2017,2017,7,July,Total exports,768.975,16,14592.999,8130.883,0.0334225790117634
Brazil,FEB2017,February 2017,2017,2,February,Renewables,38317.84,22,458637.322,71232.77,0.8606944358246608
Australia,FEB2017,February 2017,2017,2,February,Others,454.452959,24,5430.265535,909.05411,0.022693750123464
France,OCT2017,October 2017,2017,10,October,Solar,726.71,3,9586.315,8019.159,0.0183229434991433
Argentina,FEB2017,February 2017,2017,2,February,Distribution losses,-162.123,19,-1976.339,-315.507,-0.0138551236558868
Finland,FEB2015,February 2015,2015,2,February,Electricity supplied,7326.185,17,82490.525,16302.185,1.30096401378639
OECD Total,FEB2017,February 2017,2017,2,February,Fossil fuels,462256.307256,27,5917543.700267,1014032.711853,0.5513206138851765
Sweden,FEB2013,February 2013,2013,2,February,Distribution losses,948.825,19,10003.0,2068.759,0.0643061439417963
Germany,MAY2018,May 2018,2018,5,May,Others,1074.811598,24,12871.046548,5232.128,0.023283387960449
Latvia,OCT2022,October 2022,2022,10,October,Distribution losses,30.121734,19,374.151959,322.806256,0.1351747926879332
Luxembourg,OCT2018,October 2018,2018,10,October,Oil,0.0,9,0.0,,0.0
United Kingdom,JUN2016,June 2016,2016,6,June,Other combustible non-renewables,367.267,12,4668.749,1613.05,0.0155215117561187
Czech Republic,OCT2016,October 2016,2016,10,October,Net electricity production,6261.89,14,76398.444,63943.497,1.0
Estonia,AUG2021,August 2021,2021,8,August,Nuclear,0.0,6,0.0,0.0,0.0
Mexico,OCT2018,October 2018,2018,10,October,Non-renewables,23841.317803,23,287168.291043,219760.874,0.8305444503547794
Cyprus,AUG2020,August 2020,2020,8,August,Distribution losses,19.167167,19,177.219895,126.023306,0.0381120727004428
Netherlands,MAR2013,March 2013,2013,3,March,Solar,22.715,3,410.0,32.064,0.0025377191764316
Norway,FEB2018,February 2018,2018,2,February,Coal,13.629142,8,223.674967,26.964,0.0009239751436145
Republic of Turkiye,JAN2016,January 2016,2016,1,January,Others,424.015,24,2515.958,503.566,0.0190656344070008
Greece,DEC2013,December 2013,2013,12,December,Wind,375.974,2,4139.0,3160.999,0.0793464439888274
Finland,JUN2018,June 2018,2018,6,June,Non-renewables,1983.670205,23,36302.74112,18291.737,0.4756672426430383
Spain,JAN2018,January 2018,2018,1,January,Electricity trade,-1340.286719,21,-11101.999999,540.846,-0.0579956169275421
Lithuania,APR2015,April 2015,2015,4,April,Electricity trade,-584.845,21,-7208.0,-2570.02,-1.624745458535786
Estonia,OCT2011,October 2011,2011,10,October,Oil,2.86,9,38.781,29.675,0.0032674996886735
North Macedonia,SEP2019,September 2019,2019,9,September,Other combustible non-renewables,0.0,12,0.0,0.0,0.0
Bulgaria,MAY2016,May 2016,2016,5,May,Wind,125.751,2,1424.999,678.856,0.0428707747053872
Spain,AUG2017,August 2017,2017,8,August,Other renewables aggregated,517.613,25,5798.461,3703.215,0.0236320714035878
Hungary,JUN2017,June 2017,2017,6,June,Oil,6.403,9,77.998,27.649,0.0026987464716724
Brazil,MAY2021,May 2021,2021,5,May,Oil,635.574561,9,33766.696651,3514.377064,0.0122555355366409
United States,DEC2012,December 2012,2012,12,December,Geothermal,1352.048,4,15562.0,15364.001,0.0040166358038873
Iceland,DEC2020,December 2020,2020,12,December,Oil,0.176057,9,3.067,2.661,0.0001077492942737
Canada,JUL2019,July 2019,2019,7,July,Other renewables,0.0,5,1.0,11.484763,0.0
Greece,DEC2021,December 2021,2021,12,December,Other renewables,0.0,5,0.0,0.0,0.0
Switzerland,OCT2017,October 2017,2017,10,October,Wind,11.05,2,132.599,90.83,0.0025791603840965
OECD Asia Oceania,JAN2010,January 2010,2010,1,January,Fossil fuels,116555.387,27,1271299.048,,0.7035167396681693
Japan,DEC2014,December 2014,2014,12,December,Other combustible non-renewables,1346.446,12,14100.745,13951.672,0.0137863565358469
Netherlands,MAY2019,May 2019,2019,5,May,Net electricity production,9378.724409,14,117571.759,48517.952678,1.0
Portugal,APR2011,April 2011,2011,4,April,Total exports,195.972,16,3929.0,1611.495,0.0564490924943953
IEA Total,APR2010,April 2010,2010,4,April,Net electricity production,765941.032,14,10331135.572,,1.0
Germany,DEC2015,December 2015,2015,12,December,Not specified,167.09,13,1735.001,1891.998,0.0030644009283251
Luxembourg,JUL2011,July 2011,2011,7,July,Total combustible fuels,227.244,7,2479.419,1714.265,0.8003324681179276
Slovak Republic,APR2014,April 2014,2014,4,April,Total exports,1034.087,16,11862.0,3198.602,0.5921198569641236
Slovenia,MAR2015,March 2015,2015,3,March,Non-renewables,880.908,23,9638.066,2623.436,0.7252127910930287
Latvia,APR2010,April 2010,2010,4,April,Other renewables aggregated,0.963,25,54.649,,0.0009801347150891
Korea,JAN2021,January 2021,2021,1,January,Total combustible fuels,34136.669082,7,354664.572001,37236.779405,0.6815136942190306
Iceland,OCT2018,October 2018,2018,10,October,Fossil fuels,0.077578,27,1.874998,1.94,4.650818464495804e-05
Canada,JUL2017,July 2017,2017,7,July,Wind,1661.43,2,31198.0,17731.979,0.0322349680691573
Portugal,MAR2021,March 2021,2021,3,March,Low carbon,3422.32226,26,32202.112412,9823.970295,0.7706340959138017
Colombia,NOV2022,November 2022,2022,11,November,Renewables,5764.627778,22,65484.517485,56366.433382,0.8063812914224294
Austria,NOV2020,November 2020,2020,11,November,Electricity trade,-685.860432,21,-2195.812002,-2011.758944,-0.1266406312433056
Netherlands,OCT2015,October 2015,2015,10,October,Not specified,13.73,13,150.002,116.329,0.001381596153105
Greece,AUG2016,August 2016,2016,8,August,Wind,526.384,2,5145.998,3079.022,0.1119283670698606
Republic of Turkiye,AUG2012,August 2012,2012,8,August,Non-renewables,15246.983,23,163876.358,103874.043,0.7501295767020032
Mexico,FEB2012,February 2012,2012,2,February,Renewables,3271.108,22,41661.373,6373.862,0.1600773670310431
Bulgaria,JUL2015,July 2015,2015,7,July,Final consumption,2422.065,20,29639.001,,0.6065387226517102
Hungary,APR2019,April 2019,2019,4,April,Combustible renewables,174.302868,11,2052.061637,615.824744,0.0689901789512743
Slovenia,APR2020,April 2020,2020,4,April,Solar,46.30934,3,368.116999,84.574676,0.0413558558861426
OECD Asia Oceania,AUG2013,August 2013,2013,8,August,Solar,1763.597,3,16963.895,7511.643,0.010423485739659
Cyprus,FEB2020,February 2020,2020,2,February,Total combustible fuels,349.099823,7,4114.300998,724.711708,0.8982821173060085
OECD Asia Oceania,FEB2021,February 2021,2021,2,February,Non-renewables,122019.708989,23,1464361.430777,274101.62107,0.8260954749473227
Spain,MAY2012,May 2012,2012,5,May,Other renewables aggregated,319.535,25,4766.513,1682.382,0.014103591382983
New Zealand,SEP2019,September 2019,2019,9,September,Not specified,3.786917,13,45.443004,37.008,0.0010048794390312
Brazil,AUG2018,August 2018,2018,8,August,Others,2009.797049,24,14017.115217,9310.911,0.040173311847568
Serbia,NOV2018,November 2018,2018,11,November,Distribution losses,401.090781,19,4532.352999,4322.066,0.1397608327901296
Brazil,MAY2016,May 2016,2016,5,May,Solar,5.939,3,84.498,14.186,0.0001282933135529
Norway,DEC2012,December 2012,2012,12,December,Fossil fuels,300.025,27,2978.999,4363.076,0.0206237164524774
OECD Americas,MAR2013,March 2013,2013,3,March,Geothermal,1828.495,4,21537.001,5373.418,0.0044240484245639
Denmark,DEC2020,December 2020,2020,12,December,Total combustible fuels,957.960804,7,10352.233002,11559.499,0.4227624813121408
Germany,AUG2022,August 2022,2022,8,August,Renewables,17387.524775,22,249975.215754,159566.621326,0.4110826373449129
Estonia,FEB2022,February 2022,2022,2,February,Low carbon,193.508084,26,2557.737767,517.146648,0.4509465722341497
Spain,JAN2010,January 2010,2010,1,January,Renewables,10143.86,22,98882.106,,0.3840458838186106
Korea,JUL2014,July 2014,2014,7,July,Low carbon,14034.687,26,163656.708,83870.829,0.2982935485668647
North Macedonia,JUL2021,July 2021,2021,7,July,Others,9.645074,24,101.047044,37.816254,0.0207775796018081
Republic of Turkiye,JUL2020,July 2020,2020,7,July,Oil,14.218839,9,302.819399,215.667046,0.0005040594471039
Japan,SEP2019,September 2019,2019,9,September,Others,5956.124493,24,70753.990758,62570.339216,0.0704873494414383
Brazil,JAN2021,January 2021,2021,1,January,Others,3057.729711,24,35899.380871,1192.695375,0.0568232559712447
OECD Americas,DEC2020,December 2020,2020,12,December,Low carbon,205942.222056,26,2301928.552552,2279053.881038,0.4585806482131854
Portugal,FEB2022,February 2022,2022,2,February,Net electricity production,3388.727607,14,48755.357748,10395.45488,1.0
Greece,OCT2020,October 2020,2020,10,October,Renewables,1277.464126,22,17947.702883,13589.426263,0.4005204387395686
Italy,JUN2010,June 2010,2010,6,June,Other renewables aggregated,1068.486,25,14067.94,,0.0449342422799458
Poland,JUN2021,June 2021,2021,6,June,Combustible renewables,646.755495,11,8463.773478,4744.855403,0.0506207315147468
Germany,JUN2015,June 2015,2015,6,June,Natural gas,2648.036,10,58272.887,29928.943,0.0584620116672516
Costa Rica,JUN2021,June 2021,2021,6,June,Distribution losses,60.828946,19,1051.869999,,0.0579868740761381
New Zealand,MAR2018,March 2018,2018,3,March,Used for pumped storage,0.0,18,0.0,0.0,0.0
Ireland,AUG2010,August 2010,2010,8,August,Final consumption,1903.874,20,25524.309,,0.9395777937016484
Greece,DEC2022,December 2022,2022,12,December,Hydro,354.036831,1,4602.096529,5957.969316,0.0903711737759616
Croatia,SEP2018,September 2018,2018,9,September,Other renewables,0.0,5,0.0,,0.0
Norway,APR2016,April 2016,2016,4,April,Distribution losses,717.855,19,9169.999,2716.134,0.061740154584539
Cyprus,FEB2020,February 2020,2020,2,February,Solar,13.956246,3,295.608001,27.036795,0.0359113507958539
Denmark,AUG2022,August 2022,2022,8,August,Natural gas,38.919922,10,1056.039836,1062.842515,0.021825986029884
Finland,JUL2022,July 2022,2022,7,July,Non-renewables,2075.952709,23,31239.668031,19089.488272,0.4510427516436525
Canada,JAN2012,January 2012,2012,1,January,Total combustible fuels,12863.987,7,133848.999,14844.408,0.2143558975359111
United Kingdom,OCT2019,October 2019,2019,10,October,Coal,445.273606,8,7516.579292,12807.200435,0.0164811864594822
Republic of Turkiye,JUN2017,June 2017,2017,6,June,Other combustible non-renewables,2.196,12,26.122,8.762,9.87156979806706e-05
Germany,AUG2015,August 2015,2015,8,August,Not specified,126.387,13,1735.001,1246.253,0.0027254919377413
Japan,APR2011,April 2011,2011,4,April,Other combustible non-renewables,814.083,12,12948.938,2322.901,0.0106035177895081
Hungary,SEP2017,September 2017,2017,9,September,Net electricity production,2399.744,14,30698.996,22122.143,1.0
OECD Europe,MAR2010,March 2010,2010,3,March,Other renewables aggregated,11235.899,25,128794.887,,0.0360560419772347
Italy,JAN2013,January 2013,2013,1,January,Net electricity production,24169.351,14,278833.393,24421.754,1.0
Greece,OCT2020,October 2020,2020,10,October,Other combustible non-renewables,21.920247,12,263.042964,219.20247,0.0068726054744176
Portugal,MAR2019,March 2019,2019,3,March,Oil,84.255374,9,1217.817486,247.468885,0.0223571050889904
Serbia,SEP2016,September 2016,2016,9,September,Total combustible fuels,2000.351,7,25161.001,17559.059,0.7578189403307148
Slovenia,MAR2017,March 2017,2017,3,March,Electricity trade,70.759,21,515.661,84.497,0.0530972588040191
Japan,NOV2022,November 2022,2022,11,November,Solar,6793.61082,3,92794.549196,78309.461385,0.09101421182993
Denmark,OCT2019,October 2019,2019,10,October,Total exports,649.086088,16,10849.350374,8202.950789,0.2873170156959485
Austria,JAN2022,January 2022,2022,1,January,Other combustible non-renewables,66.258333,12,728.172044,68.532234,0.0103713160537537
Italy,JAN2014,January 2014,2014,1,January,Natural gas,8545.414,10,88800.697,10264.323,0.3692681619494962
Colombia,AUG2021,August 2021,2021,8,August,Total combustible fuels,1764.839388,7,22487.155456,19937.766035,0.2515776212672159
Finland,JUL2012,July 2012,2012,7,July,Other renewables aggregated,676.355,25,10610.938,6771.774,0.1469020267269141
Korea,NOV2014,November 2014,2014,11,November,Used for pumped storage,487.726,18,6644.627,5046.082,0.0117816502402693
Republic of Turkiye,AUG2021,August 2021,2021,8,August,Total combustible fuels,21370.934716,7,206596.468274,99961.904513,0.6890252085467501
Spain,NOV2017,November 2017,2017,11,November,Final consumption,20411.432,20,246656.998,220174.181,0.8874647164044801
Switzerland,AUG2021,August 2021,2021,8,August,Other renewables,0.0,5,0.0,0.0,0.0
Estonia,MAY2017,May 2017,2017,5,May,Total imports,109.01,15,2280.999,2318.593,0.1084287136660363
Latvia,MAR2012,March 2012,2012,3,March,Combustible renewables,26.845,11,236.808,45.106,0.0506774295244873
Argentina,JUL2017,July 2017,2017,7,July,Other combustible non-renewables,0.0,12,0.0,0.0,0.0
Republic of Turkiye,MAR2018,March 2018,2018,3,March,Net electricity production,23431.808509,14,289436.764937,68886.485,1.0
Hungary,OCT2011,October 2011,2011,10,October,Coal,375.788,8,6103.617,4730.419,0.1415369109392543
Portugal,MAR2015,March 2015,2015,3,March,Total exports,610.315,16,5811.0,2854.193,0.1355569637319072
Italy,DEC2016,December 2016,2016,12,December,Electricity trade,-1317.09,21,-37027.001,-46377.998,-0.051582475094064
Mexico,OCT2017,October 2017,2017,10,October,Electricity supplied,26015.864,17,309280.131,258431.984,1.002486847782389
Colombia,JAN2015,January 2015,2015,1,January,Coal,554.069,8,6653.61,521.938,0.0895379528193751
Austria,NOV2015,November 2015,2015,11,November,Combustible renewables,396.216,11,4409.848,3955.912,0.0812891503677765
Austria,MAY2011,May 2011,2011,5,May,Total imports,1641.624,15,24976.711,10035.515,0.3212882656930563
Poland,SEP2017,September 2017,2017,9,September,Other combustible non-renewables,23.477,12,281.724,144.657,0.0019033666654235
Netherlands,NOV2011,November 2011,2011,11,November,Oil,132.548,9,1344.183,1075.118,0.0128726659018378
Switzerland,MAR2018,March 2018,2018,3,March,Geothermal,0.0,4,0.0,,0.0
Korea,JUL2014,July 2014,2014,7,July,Net electricity production,47049.918,14,530007.0,305870.635,1.0
Costa Rica,MAY2022,May 2022,2022,5,May,Fossil fuels,0.262656,27,94.205109,0.995213,0.0002313688627957
Latvia,FEB2015,February 2015,2015,2,February,Oil,0.073,9,0.876,,0.0001926787359219
Argentina,SEP2020,September 2020,2020,9,September,Other renewables,0.0,5,0.0,0.0,0.0
Belgium,MAY2020,May 2020,2020,5,May,Other combustible non-renewables,99.252142,12,1185.014343,505.618204,0.0139483423741515
Cyprus,DEC2018,December 2018,2018,12,December,Total exports,0.0,16,0.0,,0.0
United States,APR2010,April 2010,2010,4,April,Not specified,286.25,13,3435.0,,0.0009876875951279
Croatia,SEP2016,September 2016,2016,9,September,Solar,5.699,3,66.0,48.938,0.0074517967211571
Greece,AUG2018,August 2018,2018,8,August,Solar,427.574663,3,3790.652,2808.605,0.086640658891716
Mexico,JUL2017,July 2017,2017,7,July,Nuclear,1011.227,6,10572.003,4888.469,0.0355153238806044
Japan,AUG2011,August 2011,2011,8,August,Solar,383.012,3,5316.899,682.128,0.0039786067771105
India,JAN2019,January 2019,2019,1,January,Net electricity production,121530.708214,14,1533937.887914,122363.008293,1.0
United States,JAN2016,January 2016,2016,1,January,Used for pumped storage,1864.431,18,29128.999,1770.15,0.0052473028857088
Switzerland,DEC2014,December 2014,2014,12,December,Other combustible non-renewables,117.561,12,1249.156,1178.688,0.0197594597020374
Finland,DEC2017,December 2017,2017,12,December,Electricity supplied,8053.667,17,85468.186,85154.237,1.231104576064589
France,SEP2020,September 2020,2020,9,September,Non-renewables,25432.526802,23,381401.621923,323638.686404,0.7762152872813702
Netherlands,NOV2015,November 2015,2015,11,November,Nuclear,348.638,6,3857.0,3509.906,0.0351518802038344
Chile,MAR2020,March 2020,2020,3,March,Fossil fuels,4161.635934,27,41373.448929,11047.013358,0.5923794009128306
OECD Total,MAY2020,May 2020,2020,5,May,Natural gas,211342.620132,10,3139910.401314,1188232.859456,0.2716777366080826
Norway,AUG2018,August 2018,2018,8,August,Geothermal,0.0,4,0.0,0.0,0.0
Croatia,MAY2015,May 2015,2015,5,May,Natural gas,68.309,10,1082.516,,0.0757253096513214
OECD Europe,FEB2013,February 2013,2013,2,February,Oil,5295.169,9,56222.246,13406.427,0.0174769869094185
Hungary,JUN2022,June 2022,2022,6,June,Natural gas,530.871068,10,8229.383024,4259.121846,0.1864306453007128
Canada,MAR2012,March 2012,2012,3,March,Coal,5374.419,8,60190.383,19959.66,0.1006141119666887
Luxembourg,MAR2017,March 2017,2017,3,March,Electricity supplied,739.759,17,8382.574,2221.571,3.577292268113524
Hungary,FEB2013,February 2013,2013,2,February,Electricity supplied,3245.508,17,39907.621,7199.518,1.2408747849359587
Estonia,JAN2014,January 2014,2014,1,January,Non-renewables,843.801,23,9715.937,1064.77,0.8851136810636456
Latvia,OCT2016,October 2016,2016,10,October,Oil,0.0,9,0.0,0.73,0.0
New Zealand,SEP2014,September 2014,2014,9,September,Geothermal,561.916,4,6872.852,4481.475,0.1579972180459795
Croatia,SEP2019,September 2019,2019,9,September,Net electricity production,738.295075,14,12250.099999,10044.690513,1.0
Austria,FEB2010,February 2010,2010,2,February,Low carbon,2740.436,26,45826.312,,0.5170051599848093
Spain,DEC2016,December 2016,2016,12,December,Combustible renewables,420.58,11,5418.214,5475.458,0.0191380453356622
New Zealand,SEP2011,September 2011,2011,9,September,Renewables,2497.426,22,33141.869,24055.204,0.6766031160156094
Latvia,SEP2015,September 2015,2015,9,September,Final consumption,503.205,20,6463.238,4818.771,1.5774649211902343
Malta,MAY2018,May 2018,2018,5,May,Hydro,0.0,1,0.0,,0.0
OECD Americas,AUG2016,August 2016,2016,8,August,Hydro,61852.434,1,772953.619,515415.486,0.1216375131769196
New Zealand,JUN2010,June 2010,2010,6,June,Natural gas,889.461,10,9256.436,,0.2323658704227206
Republic of Turkiye,JAN2015,January 2015,2015,1,January,Used for pumped storage,0.0,18,0.0,0.0,0.0
OECD Asia Oceania,NOV2011,November 2011,2011,11,November,Renewables,12734.442,22,185020.944,167150.321,0.0864119232426556
Slovak Republic,DEC2014,December 2014,2014,12,December,Other renewables aggregated,126.835,25,1236.473,905.995,0.0562106982695162
OECD Europe,JUL2019,July 2019,2019,7,July,Electricity trade,-230.60186,21,-14930.860685,-13797.831107,-0.0008145028648237
Malta,MAR2015,March 2015,2015,3,March,Net electricity production,170.193,14,1240.991,,1.0
Finland,SEP2013,September 2013,2013,9,September,Coal,1022.307,8,13610.799,7169.753,0.2179938476812804
Finland,JUL2022,July 2022,2022,7,July,Total combustible fuels,1023.690922,7,20121.997941,13214.913131,0.2224175764167215
OECD Asia Oceania,MAR2018,March 2018,2018,3,March,Distribution losses,6566.936693,19,81127.093174,20319.499139,0.0410229103336441
Spain,JUL2019,July 2019,2019,7,July,Total combustible fuels,12032.117173,7,112634.999999,59578.982614,0.5025073238512838
Australia,OCT2016,October 2016,2016,10,October,Other renewables aggregated,306.02,25,5225.546168,2683.976096,0.0162577956613648
India,NOV2016,November 2016,2016,11,November,Non-renewables,94484.527293,23,1120615.681852,922846.755964,0.8631200954745148
OECD Europe,FEB2020,February 2020,2020,2,February,Other combustible non-renewables,2460.469916,12,28433.939269,4662.284291,0.0081347979613874
Spain,SEP2018,September 2018,2018,9,September,Total exports,867.289975,16,12916.0,9777.948,0.0407911375150325
Slovenia,MAY2018,May 2018,2018,5,May,Oil,1.836576,9,16.639377,7.611,0.0013704636572327
Slovak Republic,MAY2018,May 2018,2018,5,May,Electricity supplied,2260.388178,17,28545.000001,12229.078,1.2034209056864478
United Kingdom,MAY2021,May 2021,2021,5,May,Net electricity production,23418.617378,14,290916.891703,125634.957829,1.0
Serbia,JUL2015,July 2015,2015,7,July,Other combustible non-renewables,0.307,12,3.626,,0.0001104576002924
Cyprus,DEC2018,December 2018,2018,12,December,Natural gas,0.0,10,0.0,,0.0
Chile,SEP2015,September 2015,2015,9,September,Non-renewables,2833.528,23,39993.956,31220.139,0.4938630690807126
OECD Total,AUG2021,August 2021,2021,8,August,Renewables,276959.524392,22,3364427.886855,2183356.129493,0.2870227561799016
Iceland,NOV2021,November 2021,2021,11,November,Total imports,0.0,15,0.0,0.0,0.0
Switzerland,OCT2021,October 2021,2021,10,October,Renewables,2764.154518,22,44000.566188,38813.959637,0.659788166928726
Belgium,DEC2010,December 2010,2010,12,December,Natural gas,2709.399,10,30401.578,,0.3545362507365456
Republic of Turkiye,OCT2013,October 2013,2013,10,October,Fossil fuels,13245.236,27,161220.971,135264.691,0.7505077807203228
Japan,DEC2012,December 2012,2012,12,December,Final consumption,92070.469,20,1022889.666,1018990.175,0.9520013044843356
Spain,AUG2020,August 2020,2020,8,August,Other combustible non-renewables,95.176595,12,1007.187699,642.246612,0.0041575913715957
Finland,NOV2017,November 2017,2017,11,November,Wind,571.206,2,4795.193,2549.157,0.0931579225479598
Italy,MAY2017,May 2017,2017,5,May,Total exports,498.022,16,5134.231,2687.563,0.0220146035245591
Australia,FEB2013,February 2013,2013,2,February,Distribution losses,1056.933,19,12258.709,2392.791,0.0569633822419492
Canada,SEP2016,September 2016,2016,9,September,Distribution losses,2437.027,19,32537.0,24989.36,0.0506369915435914
Latvia,MAR2021,March 2021,2021,3,March,Hydro,397.693727,1,2688.929194,1246.040395,0.5712957861075292
Japan,DEC2017,December 2017,2017,12,December,Electricity supplied,97879.777,17,1031342.946,1029574.571,1.0
New Zealand,JUL2010,July 2010,2010,7,July,Final consumption,3759.787,20,40344.719,,0.928747678308042
Netherlands,FEB2020,February 2020,2020,2,February,Fossil fuels,6946.321584,27,83011.506889,17898.125851,0.6895446787973545
OECD Total,NOV2018,November 2018,2018,11,November,Hydro,119816.886237,1,1539034.691733,1382715.581194,0.1376385663458292
OECD Asia Oceania,AUG2021,August 2021,2021,8,August,Fossil fuels,111322.712604,27,1252810.195181,848025.354296,0.673378140917634
Poland,MAY2014,May 2014,2014,5,May,Final consumption,10804.93,20,136308.001,56716.681,0.9489783595522692
Czech Republic,MAR2022,March 2022,2022,3,March,Total exports,2957.202559,16,30254.911158,5710.205378,0.3933346760817692
Spain,MAY2014,May 2014,2014,5,May,Other combustible non-renewables,56.756,12,649.057,235.872,0.002673090070645
Austria,JUN2015,June 2015,2015,6,June,Electricity supplied,5492.535,17,72019.239,36239.208,0.9808734030438044
Germany,JUL2012,July 2012,2012,7,July,Used for pumped storage,693.856,18,8121.001,4531.229,0.0155906583946526
Slovenia,AUG2015,August 2015,2015,8,August,Total exports,714.921,16,9093.002,6525.638,0.599601451615203
Chile,DEC2012,December 2012,2012,12,December,Combustible renewables,480.897,11,4485.884,4414.735,0.0857039593195038
North Macedonia,OCT2015,October 2015,2015,10,October,Others,9.382,24,125.663,,0.0251932728429837
Colombia,SEP2020,September 2020,2020,9,September,Natural gas,1202.569203,10,14723.129533,9243.357916,0.184389677894287
Netherlands,DEC2012,December 2012,2012,12,December,Geothermal,0.0,4,0.0,0.0,0.0
Switzerland,AUG2015,August 2015,2015,8,August,Combustible renewables,119.348,11,1540.896,1054.049,0.024093831653668
Ireland,FEB2018,February 2018,2018,2,February,Geothermal,0.0,4,0.0,,0.0
Iceland,FEB2011,February 2011,2011,2,February,Others,0.103,24,2.0,0.334,7.690831558095272e-05
Slovak Republic,OCT2014,October 2014,2014,10,October,Electricity supplied,2257.607,17,26109.001,22429.571,1.1399706525120077
OECD Total,JUL2022,July 2022,2022,7,July,Other renewables,83.396267,5,1021.844119,555.375456,8.456258188319521e-05
Luxembourg,APR2013,April 2013,2013,4,April,Others,4.035,24,58.559,24.404,0.0178732791155052
Denmark,JUL2012,July 2012,2012,7,July,Others,64.245,24,1049.202,663.515,0.0439925771727519
Italy,OCT2015,October 2015,2015,10,October,Others,1272.252,24,15596.429,13536.335,0.0575105235390914
Spain,MAR2012,March 2012,2012,3,March,Total exports,1575.585,16,18986.0,3065.21,0.0641704284406567
